number,text,date,fav
1,joke worked primark manager yell taking many toilet breaks bc uti ,2021-11-30 23:59:52+00:00,0
2,yeah boss tried get work today day off maybe try standing 5 straight days decide whether make 6,2021-11-30 23:59:52+00:00,6
3,manager wants play guitar next meeting nsjdndldk i’m never talking personal life,2021-11-30 23:59:36+00:00,6
4,told boss i’m refer job title hells fav secretary,2021-11-30 23:59:24+00:00,0
5,bookie added boss man sum gotta change,2021-11-30 23:59:20+00:00,0
6,boss  ,2021-11-30 23:59:07+00:00,1
7,zoom call meeting decided roll meeting boss says “blane hand raised” almost died lol like know ain’t turn damn camera 😂,2021-11-30 23:58:14+00:00,0
8,think best part say sorry manager gave two raising canes gift cards lol,2021-11-30 23:58:12+00:00,1
9,asked boss could work saturday watch midnight mass w win ,2021-11-30 23:57:52+00:00,1
10,hired cute lil bitch nice ass body manager said “her resume 2 year work gap don’t like that” coworker gone say “shes working physique ok thats hard work need consider application” 💀😂😂😂,2021-11-30 23:57:23+00:00,5
11,worked theatre community college boss used power tools set construction school lot trade programs thought stop bleed training would beneficial catered specifically gunshot wounds machinery bullets,2021-11-30 23:57:20+00:00,60
12,nothing invigorates more civilian now someone tries pull rank not boss hes great think hes quite figured armory full muskets came possession selfreplicating tactical nuke,2021-11-30 23:57:10+00:00,1
13,boss,2021-11-30 23:56:33+00:00,0
14,555 manager dang wanna talk muchhh gotta crush give number lol 😝,2021-11-30 23:56:31+00:00,1
15,matter many times manager ends email “do reply all” co workers still reply all i’ll never understand lmao,2021-11-30 23:56:07+00:00,1
16,theres always gonna spares still havent booked te day yet lol break news manager tomorrow,2021-11-30 23:56:05+00:00,1
17,thanks bestie 🥺 manager nice feel okay yeah wish easier 😵‍💫,2021-11-30 23:55:58+00:00,1
18,know anxiety  boss asks help im afraid im always something wrong immediately think im fired 🙃,2021-11-30 23:55:52+00:00,1
19,remind boss deadline set didn’t follow gon give attitude lmao sir… plz,2021-11-30 23:55:51+00:00,0
20,boss always right ,2021-11-30 23:55:32+00:00,2
21,need block boss whatsapp status lol,2021-11-30 23:55:32+00:00,0
22,boss coworker australian talking fairy bread told us it’s margarine hundreds thousands white bread wrong long term sprinkles,2021-11-30 23:55:20+00:00,6
23,year absolutely needed some loss importantly accomplished everything wanted to 2022 definitely boss year degree  career amp next move,2021-11-30 23:55:17+00:00,2
24,need  boss even got whole company membership yet go anxious go alone,2021-11-30 23:55:17+00:00,0
25,manager asked couldn’t even say nothing cause i’m okay hours 😭,2021-11-30 23:55:16+00:00,0
26,boss walking blast favorite crime car,2021-11-30 23:55:13+00:00,1
27,bedroom black curtainsi swore 630am ready go back bed till saw manager trying get ahold lol,2021-11-30 23:55:11+00:00,3
28,manager ,2021-11-30 23:55:11+00:00,1
29,boss streaming hitman company tmr fun time knows dont like named cohost built mini program give random funny instructions fun 😭,2021-11-30 23:55:00+00:00,4
30,telling boss imma work til 6307 clocking 530 cause leg hurting lol know shit,2021-11-30 23:54:51+00:00,0
31,boss asking another recommendation one person mind job huhuhuh,2021-11-30 23:54:39+00:00,0
32,ahhh boss giving gift card idk get 🤮😭,2021-11-30 23:54:31+00:00,0
33,could blame boss,2021-11-30 23:53:58+00:00,0
34,laughing like maniac office every time boss sends email type “who’s this” reply delete it,2021-11-30 23:53:36+00:00,2
35,referred goblin boss 🆗,2021-11-30 23:53:01+00:00,6
36,trusting expert trading signals never option robin moore recommended manager giving try awesome something go home,2021-11-30 23:52:40+00:00,0
37,yet show 2 hours late clock remotely feel like boss appreciate delicate symbiosis,2021-11-30 23:52:39+00:00,0
38,girlfriend i r fully vaccinated wear masks honestly haven’t left house damn near 2 years tested positive took initiative get tested call spread it manager gave shit it’s kinda attitude makes hard,2021-11-30 23:52:14+00:00,8
39,manager found requested next two days 😩 doesn’t care still fffff,2021-11-30 23:52:00+00:00,0
40,day two boss buying food feel loved,2021-11-30 23:51:58+00:00,1
41,manager told doesn’t see costco employee anymore said i’m “a rapper works costco” 💀,2021-11-30 23:51:54+00:00,4
42,starr just cause boss trumper mean rude her keep formal work only uses trump react gifs reply boss,2021-11-30 23:51:53+00:00,3
43,accidentally got overtime i’m hoping boss doesn’t notice,2021-11-30 23:51:38+00:00,2
44,cant tell furious makes boss interrupts im trying make tweet,2021-11-30 23:51:31+00:00,6
45,ill spending time family rather boss,2021-11-30 23:51:21+00:00,0
46,new manager really great god wish manager whole time instead lady hated,2021-11-30 23:51:16+00:00,0
47,love cook manager haneeza nice appreciative,2021-11-30 23:51:00+00:00,0
48,boss shows happens 😬,2021-11-30 23:50:53+00:00,0
49,resigned another one jobs this one loved time boss gonna make cry 😩 ,2021-11-30 23:50:46+00:00,2
50,⠀❝ well boss calls mama phina get reaction her ❞ said thoughtfully never understood niccolò stupid things like that italian minister death wish ,2021-11-30 23:50:46+00:00,0
51,boss eyes opened night,2021-11-30 23:50:02+00:00,0
52,boss loved britney card said that’s probably thing he’ll get bday 🥺,2021-11-30 23:49:55+00:00,6
53,today boss told she’s listing first author first publication together first paper i’m first author i’m probably going cry see name paper it’s going wall framed idc ,2021-11-30 23:49:51+00:00,19
54,can’t believe boss made try ekg work today amp flatlined,2021-11-30 23:49:45+00:00,0
55,y’all wasn’t feeling good today ended throwing work manager gone tell “oh hell nah take yo sick ass home” lmfaoo like sir ain’t gotta thank i’m bouta go rn💀,2021-11-30 23:49:44+00:00,1
56,told manager problems amp said you’re girl😔,2021-11-30 23:49:35+00:00,5
57,manager telling get phone like sir youre silly ,2021-11-30 23:49:35+00:00,6
58,found seymour actually last name call bc first name manager😔 ,2021-11-30 23:49:31+00:00,0
59,got lowest rating second year row manager put improvement plan place…,2021-11-30 23:49:29+00:00,0
60,last time thought boss charlemagne road trex,2021-11-30 23:49:28+00:00,0
61,manager real weirdo lmao stuff says 😭😭 nothing inappropriate he’s always trying make someone feel stupid like damn sorry,2021-11-30 23:49:20+00:00,0
62,thank boss 🙏🏻😂 amen🙏🏻,2021-11-30 23:49:10+00:00,0
63,manager hey wipe dirty crumby hard reach cubbies close floor 5 minutes in hehe haha ooo im hands knees sure hope coworkers dont look ass 🙈🙈😋😋 joints 7 mins in pain agony even torment will,2021-11-30 23:49:07+00:00,2
64,today boss last day shit already hitting fan,2021-11-30 23:48:50+00:00,0
65,yeah like someone says yeah im going talk new team boss,2021-11-30 23:48:21+00:00,0
66,anytime boss goes town brings us back little gift brought arizona 🥺 ornament 🎄 ,2021-11-30 23:48:19+00:00,10
67,love job that love do love team love knowing “boss” wants “boss” trusts appreciates tells 🤩,2021-11-30 23:47:52+00:00,10
68,boss wants get little scooter move easier burned foot asks help immediately says “if youre gonna ride around need helmet too youre much liability wheels without one”,2021-11-30 23:47:46+00:00,3
69,cant wait tell boss would like “rise ranks” job braindead produce stocker,2021-11-30 23:47:44+00:00,38
70,manager asked available travel next 2 months customer sites said suredo require vaxxhe asked said yes told himsorrycant ithe said right me best boss,2021-11-30 23:47:35+00:00,5
71,confused boss instructions watch desk basically got free pass break im still supposed work keep eye patrons 😅,2021-11-30 23:47:32+00:00,0
72,yes secure spot best member team boss’s eyes best coworker coworkers eyes,2021-11-30 23:47:25+00:00,0
73,i’ve work since 8am got 12pmwas helping manager clean today haven’t left yet 😂😂,2021-11-30 23:47:09+00:00,3
74,boss commented issue involved here kubva ipapo come mind,2021-11-30 23:46:49+00:00,1
75,boss god bless 🙏🏻🔥,2021-11-30 23:46:34+00:00,1
76,y’all boss follows told y’all i’m securing mtf bag see la badboysclub season1 biglou,2021-11-30 23:46:20+00:00,0
77,boss doesn’t want us working 85 hours every two weeks… i’m 985 hours right keep normal hours rest week and i’m sure i’ll people don’t show up,2021-11-30 23:46:14+00:00,0
78,telling boss i’m entering leagues health safety protocols need break bad,2021-11-30 23:45:57+00:00,1
79,daily boss,2021-11-30 23:44:59+00:00,1
80,telling boss earlier today upset bc don’t little christmas tree put room tell call couple hours later go office bought mini tree set amp decorate🥺🥺❤️ like kidding me😭,2021-11-30 23:44:48+00:00,11
81,lmaooo literally me boss wants us team meeting i’m like 🥲🥴i’m even playa😂,2021-11-30 23:44:37+00:00,0
82,hey im running boss keloid aoty tally crate creme eggs leave ass dust year 😛 ,2021-11-30 23:44:35+00:00,1
83,talking smack boss defy get thank graduate 🥺,2021-11-30 23:44:30+00:00,0
84,okay fr done animal crossing day— imma see sneak switch work play break  jk boss turn human origami,2021-11-30 23:44:15+00:00,2
85,boss must know i’m broke bought lunch 🥺,2021-11-30 23:43:57+00:00,1
86,constant anxiety something feel se type manager work,2021-11-30 23:43:40+00:00,3
87,boss really trying get move chicago offered different position today there 🤔,2021-11-30 23:43:22+00:00,2
88,used flabbergasted work email boss roasted week,2021-11-30 23:43:11+00:00,1
89,thank much boss 😊😊💯🙌🏿,2021-11-30 23:42:37+00:00,0
90,sometimes get angry remember time working restaurant accidentally ruined 400 worth food manager dan nodded said “it like sometimes” phrase brings much peace,2021-11-30 23:42:18+00:00,6
91,boss insists called boss point wont tell name feel like harassment ,2021-11-30 23:42:17+00:00,4
92,boss talking today people claim credit work do,2021-11-30 23:42:08+00:00,10
93,omg boss gave raise whatttt 😭😭😭,2021-11-30 23:42:08+00:00,54
94,way lil girl thinks she’s boss smh,2021-11-30 23:41:45+00:00,0
95,happy new month boss 🎇🎄🎆 ,2021-11-30 23:41:33+00:00,0
96,boss 🧎🏾,2021-11-30 23:41:27+00:00,0
97,apparently habit putting tongue ever slightly boss asks question thoughts head empty expression processing answer,2021-11-30 23:41:25+00:00,1
98,aaaaaaaaaaaaaaaaaaaa texting boss anxiety aaaaaaaaaaaa,2021-11-30 23:41:08+00:00,1
99,boss leaves room 🤝 ,2021-11-30 23:41:00+00:00,2
100,me adds comment document saying include something spot boss dont think include thing me think x y z maybe right  boss dont include it 1 day later boss actually include,2021-11-30 23:40:58+00:00,2
101,half constantly ask boss always declines… good luck try sure put here would browbeat it,2021-11-30 23:40:53+00:00,1
102,boss’ wife hot,2021-11-30 23:40:52+00:00,1
103,boss literally lowkey told email totally correct write send japanese behalf busy important job anymore,2021-11-30 23:40:51+00:00,4
104,got laid covid year later saw posted boss’ job applied petty actually got it ,2021-11-30 23:40:49+00:00,2
105,boss new job said “that’s fine” told need time march better keep energy finds it’s two weeks ,2021-11-30 23:40:18+00:00,59
106,me scrolling twitter lunch boss “are playing game rn” me “uh ya kind of”,2021-11-30 23:40:13+00:00,1
107,omicron variant  hella fucking work piling trying get omicron genes made according boss we’re saving mankind it’s cool guess  ,2021-11-30 23:39:38+00:00,4
108,genuinely tho hope boss gets good break harsh couple months hope rest ✊😔,2021-11-30 23:39:37+00:00,0
109,boss came office wearing mask he’s triple vaxxed amp mid 70’s work separated other even nearly 2 years on next week 4 5 us triple vaxxed apprentice unvaxxed he’s young amp immortal apparently,2021-11-30 23:39:34+00:00,0
110,dont know you ive never able roll day 1 job tell boss need take company exact opposite direction wants need time demonstrate plan doesnt work exactly happened,2021-11-30 23:39:09+00:00,10
111,got support gig working home i’ll making money supporting one program instead whatever management thinks job mostly manager that’s good feeling,2021-11-30 23:39:09+00:00,1
112,one fastest ways legit piss continuously hound tasks im supposed do especially im middle them guess boss day🙃,2021-11-30 23:39:05+00:00,4
113,manager told organized crime ring hitting store locations dipped wgdysv,2021-11-30 23:38:57+00:00,0
114,thanks boss top ❤️,2021-11-30 23:38:56+00:00,1
115,boss ⚡️,2021-11-30 23:38:17+00:00,0
116,left told manager didn’t give good impression either matters mine bc she’s “upper management”,2021-11-30 23:38:17+00:00,0
117,dad’s company gave everybody theraguns company end year gift never fear though boss gave package trail mix,2021-11-30 23:38:07+00:00,0
118,50 boss it bet one person would end jail three months commissionhe came gave 50 talking financial advisor hed told right ,2021-11-30 23:37:56+00:00,2
119,boss said it’s gonna chill today yea right  hardest i’ve worked week it’s hour 😂,2021-11-30 23:37:48+00:00,1
120,boss extra bitchy lately,2021-11-30 23:37:37+00:00,0
121,today scheduled work showed store closed calling manager multiple times answered said store failing i’ll happier somewhere else jobless,2021-11-30 23:37:22+00:00,0
122,boss keeps changing schedule every week 😑,2021-11-30 23:37:16+00:00,0
123,me  commenting things sent inbox boss ,2021-11-30 23:37:10+00:00,43
124,nobody thinks creepy nickname due gentle nonconfrontational way conversing people one calling others “papi” saying boss father telling do better understand culturally first,2021-11-30 23:37:09+00:00,0
125,hell dude cuba less tried downplay it yeah heard manager say im like omg thats capitalism wild,2021-11-30 23:37:06+00:00,1
126,well manager let know good thing,2021-11-30 23:37:01+00:00,0
127,dad put lights house manager gonna decorate parlor put tree dare say christmas spirit here,2021-11-30 23:36:32+00:00,0
128,day boss goes hey heres sign working friday weekend think can told like oh alright change mind let know every job shit wouldve mandatory little things,2021-11-30 23:36:06+00:00,3
129,visitor amp apparently rude 😭 came set stuff amp clocked in she’s talking manager even looking saying much good impressions etc etc,2021-11-30 23:36:04+00:00,3
130,boss calls monopoly monies n😭😭😭😭💀,2021-11-30 23:35:51+00:00,1
131,let gooooo omg hate boss,2021-11-30 23:35:41+00:00,0
132,treating like help morning got call back advise correct initial assumption coverage blahblahblah tried apologize cut off late yo point right direction im out call boss wthat ish,2021-11-30 23:35:41+00:00,0
133,queen elizabeth ii still matchless head boss lady upbringing voilà people still laughing say mom boss lady windsor family matriarch 68 years,2021-11-30 23:35:38+00:00,0
134,boss one jobs answers job company works clue lmfao,2021-11-30 23:35:29+00:00,1
135,sometimes listen im deliveries work get back store im really rude boss ,2021-11-30 23:35:06+00:00,4
136,manager asked saw 2 years aneurysm trying say not here probably tripping sack,2021-11-30 23:35:03+00:00,1
137,boss asked wanted go home “being quiet” 😂😂😂,2021-11-30 23:34:09+00:00,1
138,pranked boss today terrible handwriting replaced pens crayons paper handwriting tablets learning abc’s ,2021-11-30 23:34:07+00:00,0
139,im crying showed phone boss got ikemen vampire notification😭 ikevamp,2021-11-30 23:34:07+00:00,33
140,nah boss thats lol stop buzz kill ,2021-11-30 23:33:50+00:00,1
141,yeah telling didn’t connect would tell manager well 😭😭,2021-11-30 23:33:46+00:00,1
142,wow first 1 1 i’ve boss didn’t leave feeling like giant piece shit,2021-11-30 23:33:33+00:00,2
143,boss’s boss’s boss said i’m smart guess it i’m top,2021-11-30 23:33:25+00:00,1
144,boss discussing somewhat important meeting client dec 7 said date replied “a day live infamy” laughed expected would long story short i’ve promoted,2021-11-30 23:33:24+00:00,1
145,boss’ daughter brought husky puppy office i’m going steal,2021-11-30 23:33:10+00:00,2
146,cried front boss new job last week 🥲,2021-11-30 23:33:07+00:00,1
147,boss lmao,2021-11-30 23:33:04+00:00,0
148,ok got official offer letter told boss ill say finally got real full time permanent job starting january 😁,2021-11-30 23:32:54+00:00,10
149,hahaha feel 100 buddy got lucky never deal manager told disclose stolen thought little weird like guys gonna lie get insurance would make accomplice,2021-11-30 23:32:46+00:00,4
150,it’s senseless amp tragic live county occurred hit little close—my boss’ son goes oxford hs class hallway shooting occurred thank god he’s ok teacher closedlocked door amp jumped windows safety,2021-11-30 23:32:37+00:00,0
151,manager fuming coworker stashing shit back like it’s becoming problem,2021-11-30 23:32:33+00:00,0
152,me shaky zoning trying eat burrito get blood sugar already overwhelmed panic attack last night mom imma rant boss ,2021-11-30 23:32:18+00:00,1
153,boss don’t want use google doc immediately switch word end juggling worst world it’s great,2021-11-30 23:32:11+00:00,1
154,boss,2021-11-30 23:32:10+00:00,0
155,think boss literally wants consume soul 🥲,2021-11-30 23:32:06+00:00,1
156,manager racing highway workers compensation please,2021-11-30 23:32:02+00:00,0
157,wish making unfortunately real … opened new tab maybe didn’t really look also maybe doesn’t know ao3 also maybe boss knows larry stylinson fanfiction,2021-11-30 23:32:02+00:00,0
158,boss told stop tagging models post pictures bc “it takes attention away store”… tell don’t know social media collaboration works without actually telling me… 🤨,2021-11-30 23:32:01+00:00,6
159,boss talking grandmother picked bee keeping hobby year ago interested af,2021-11-30 23:31:48+00:00,0
160,boss sense im walk establishment fuck everyone,2021-11-30 23:31:43+00:00,6
161,send ths gambar boss every morning saya masuk kerja bcs 3 ,2021-11-30 23:31:40+00:00,0
162,today marked second time told boss shut up team meeting happens work best friend professional,2021-11-30 23:31:38+00:00,0
163,boss holds grudges ass like bro grow tf that’s bitch made trait,2021-11-30 23:31:38+00:00,2
164,extremely satisfying hear boss complain back pain sitting stool near desk use almost every day,2021-11-30 23:31:32+00:00,2
165,boss bts me amazing greatalso complicatedgoes long rant boss  me  boss so im glad going nights,2021-11-30 23:31:23+00:00,13
166,gonna tomorrow left told manager plans all that sounds like nontraditional thanksgiving yes exactly ,2021-11-30 23:31:19+00:00,31
167,oh god almost forgot tell boss use phone today try fix thermostat like “i need see wifi connect” open settings hand hands back later also opened safari aka ao3,2021-11-30 23:31:18+00:00,0
168,gonna time today manager pissed i’m leaving time 😗,2021-11-30 23:31:15+00:00,2
169,boss told likes personality wishes need change work fuck supposed respond that🧍🏽,2021-11-30 23:31:05+00:00,2
170,boss really jus gave raise outta dawg im happy 😣 ,2021-11-30 23:30:59+00:00,227
171,might get fired hahahahah overshared confidential info boss overheard hahaah stormed tf office shut up😂😂 lyk dis 🥴,2021-11-30 23:30:58+00:00,1
172,manager allow jewish exemptions remainder chanukah,2021-11-30 23:30:55+00:00,1
173,twitter unnecessary bro scared even twitter work bc can’t imagine scrolling tl manager walk past sees whole ass out 🙄,2021-11-30 23:30:54+00:00,1
174,surprise romeo dropping midnight tonight don’t tell manager told you,2021-11-30 23:30:39+00:00,3
175,okay boss  gat 😂❤️,2021-11-30 23:30:31+00:00,1
176,lmao boss like going come office wednesday sis i’m mexico,2021-11-30 23:30:11+00:00,2
